place,number,sex,time
5085,1609,M,2:08:21
5086,9128,M,2:08:21
5087,5174,M,2:08:21
5088,7336,M,2:08:22
5089,1774,W,2:08:23
5090,5117,M,2:08:23
5091,6540,W,2:08:24
5092,923,W,2:08:26
5093,4459,W,2:08:26
5094,2340,M,2:08:26
5095,8549,W,2:08:28
5096,7235,W,2:08:28
5097,8360,W,2:08:29
5098,1151,W,2:08:30
5099,5735,W,2:08:31
5100,7325,M,2:08:32
5101,1525,W,2:08:32
5102,3751,W,2:08:32
5103,4435,W,2:08:32
5104,5499,W,2:08:33
5105,4792,W,2:08:34
5106,9021,M,2:08:34
5107,7906,W,2:08:34
5108,7065,W,2:08:35
5109,7731,M,2:08:35
5110,8460,M,2:08:36
5111,2210,M,2:08:37
5112,5360,M,2:08:37
5113,5594,W,2:08:40
5114,8260,M,2:08:40
5115,6321,M,2:08:42
5116,4314,M,2:08:42
5117,1731,M,2:08:44
5118,6604,W,2:08:44
5119,8672,W,2:08:44
5120,3646,W,2:08:45
5121,650,W,2:08:45
5122,5819,M,2:08:46
5123,2358,M,2:08:47
5124,2654,W,2:08:48
5125,9366,W,2:08:48
5126,9342,W,2:08:49
5127,8723,W,2:08:49
5128,2789,M,2:08:51
5129,909,W,2:08:51
5130,1865,M,2:08:53
5131,6230,W,2:08:53
5132,7198,M,2:08:53
5133,8484,M,2:08:54
5134,5555,W,2:08:54
5135,5556,M,2:08:54
5136,6083,M,2:08:55
5137,984,M,2:08:55
5138,8435,M,2:08:55
5139,4217,M,2:08:55
5140,3783,M,2:08:55
5141,3849,W,2:08:55
5142,6437,M,2:08:55
5143,7481,M,2:08:56
5144,950,M,2:08:56
5145,6976,W,2:08:56
5146,1722,M,2:08:57
5147,6495,M,2:08:58
5148,6890,M,2:08:58
5149,4535,W,2:08:59
5150,4620,W,2:08:59
5151,3154,M,2:09:00
5152,7093,W,2:09:00
5153,5568,W,2:09:00
5154,4071,W,2:09:00
5155,4070,M,2:09:01
5156,8461,M,2:09:01
5157,5563,M,2:09:01
5158,7338,M,2:09:01
5159,3215,W,2:09:01
5160,3994,W,2:09:03
5161,1908,W,2:09:04
5162,4336,W,2:09:06
5163,5625,M,2:09:06
5164,8276,W,2:09:07
5165,3275,W,2:09:07
5166,3520,W,2:09:09
5167,4976,M,2:09:09
5168,7331,M,2:09:09
5169,5932,W,2:09:10
5170,7035,M,2:09:10
5171,3284,M,2:09:10
5172,4524,M,2:09:11
5173,2740,M,2:09:11
5174,1566,M,2:09:11
5175,3209,W,2:09:11
5176,8148,M,2:09:15
5177,8147,W,2:09:15
5178,2246,M,2:09:15
5179,2197,W,2:09:16
5180,1765,M,2:09:16
5181,4205,M,2:09:16
5182,5421,M,2:09:17
5183,9037,W,2:09:18
5184,5292,W,2:09:18
5185,7616,M,2:09:18
5186,6206,W,2:09:19
5187,1381,W,2:09:19
5188,1764,W,2:09:19
5189,3438,W,2:09:19
5190,7512,W,2:09:20
5191,4825,W,2:09:20
5192,9363,M,2:09:20
5193,2434,W,2:09:21
5194,805,M,2:09:22
5195,2320,W,2:09:23
5196,9415,W,2:09:24
5197,4558,W,2:09:24
5198,8310,M,2:09:24
5199,5977,W,2:09:24
5200,2267,W,2:09:24
5201,8296,W,2:09:25
5202,1272,M,2:09:25
5203,3379,W,2:09:26
5204,4449,W,2:09:26
5205,9163,W,2:09:27
5206,5031,W,2:09:27
5207,1404,M,2:09:27
5208,4487,M,2:09:27
5209,7577,W,2:09:27
5210,3079,W,2:09:29
5211,8307,M,2:09:29
5212,3432,W,2:09:31
5213,614,M,2:09:31
5214,7581,W,2:09:32
5215,1675,M,2:09:33
5216,3711,M,2:09:34
5217,5459,M,2:09:34
5218,2504,W,2:09:36
5219,4386,W,2:09:36
5220,6374,M,2:09:36
5221,7258,W,2:09:36
5222,8774,W,2:09:37
5223,5355,W,2:09:37
5224,6709,W,2:09:37
5225,1506,M,2:09:38
5226,8860,W,2:09:38
5227,6414,W,2:09:38
5228,4361,W,2:09:38
5229,4956,W,2:09:39
5230,3277,M,2:09:40
5231,7423,M,2:09:40
5232,2531,M,2:09:40
5233,5146,W,2:09:40
5234,5628,M,2:09:40
5235,8133,W,2:09:40
5236,7806,M,2:09:41
5237,4576,M,2:09:45
5238,3458,W,2:09:45
5239,1521,W,2:09:45
5240,3163,W,2:09:46
5241,2643,W,2:09:46
5242,6418,W,2:09:46
5243,5830,M,2:09:46
5244,6181,W,2:09:47
5245,5854,M,2:09:48
5246,860,W,2:09:49
5247,4012,M,2:09:49
5248,5422,M,2:09:49
5249,5216,M,2:09:50
5250,5176,M,2:09:50
5251,6797,W,2:09:50
5252,4418,M,2:09:51
5253,7011,M,2:09:51
5254,8708,M,2:09:53
5255,5173,M,2:09:53
5256,991,W,2:09:54
5257,7275,M,2:09:54
5258,7349,W,2:09:55
5259,4814,W,2:09:55
5260,4854,W,2:09:55
5261,3039,W,2:09:57
5262,8211,W,2:09:57
5263,7837,W,2:09:59
5264,1412,W,2:10:00
5265,6907,W,2:10:00
5266,9202,W,2:10:00
5267,9201,M,2:10:00
5268,3764,M,2:10:01
5269,4539,M,2:10:01
5270,8281,W,2:10:02
5271,6421,W,2:10:02
5272,7211,M,2:10:02
5273,2330,W,2:10:03
5274,5667,W,2:10:03
5275,8674,W,2:10:03
5276,3162,M,2:10:04
5277,5521,M,2:10:04
5278,7642,W,2:10:05
5279,7434,W,2:10:05
5280,2219,M,2:10:05
5281,6354,W,2:10:06
5282,4864,M,2:10:06
5283,1837,W,2:10:06
5284,4922,W,2:10:07
5285,4026,M,2:10:07
5286,692,W,2:10:09
5287,5515,M,2:10:09
5288,3264,M,2:10:11
5289,3902,M,2:10:11
5290,7819,M,2:10:11
5291,7820,W,2:10:12
5292,8976,W,2:10:12
5293,8977,W,2:10:12
5294,7874,W,2:10:13
5295,8343,M,2:10:14
5296,1347,W,2:10:14
5297,6617,W,2:10:14
5298,1745,W,2:10:15
5299,7392,W,2:10:15
5300,9137,W,2:10:16
5301,2025,W,2:10:16
5302,2200,M,2:10:17
5303,4754,W,2:10:17
5304,9012,W,2:10:17
5305,4712,W,2:10:18
5306,4023,W,2:10:18
5307,5912,M,2:10:18
5308,967,W,2:10:19
5309,4504,W,2:10:20
5310,4505,M,2:10:21
5311,1065,W,2:10:22
5312,6091,W,2:10:23
5313,1601,W,2:10:23
5314,685,W,2:10:24
5315,1593,M,2:10:25
5316,7053,W,2:10:26
5317,5097,W,2:10:26
5318,8920,W,2:10:26
5319,7260,M,2:10:27
5320,9010,M,2:10:27
5321,6208,W,2:10:28
5322,7650,W,2:10:30
5323,5378,M,2:10:31
5324,6802,W,2:10:31
5325,1246,M,2:10:31
5326,2212,M,2:10:33
5327,8348,M,2:10:34
5328,7075,M,2:10:34
5329,3694,W,2:10:35
5330,7502,W,2:10:35
5331,5265,W,2:10:35
5332,5323,W,2:10:35
5333,6160,M,2:10:36
5334,9274,W,2:10:37
5335,4134,M,2:10:37
5336,4133,M,2:10:38
5337,3720,W,2:10:40
5338,590,M,2:10:41
5339,6609,M,2:10:42
5340,7430,M,2:10:42
5341,1542,W,2:10:43
5342,4647,M,2:10:43
5343,5544,W,2:10:43
5344,1355,W,2:10:43
5345,6831,W,2:10:43
5346,2580,W,2:10:44
5347,2669,W,2:10:45
5348,4045,M,2:10:46
5349,8335,M,2:10:47
5350,6344,W,2:10:47
5351,2791,W,2:10:48
5352,9454,W,2:10:48
5353,3829,W,2:10:48
5354,2366,W,2:10:49
5355,5878,W,2:10:49
5356,698,W,2:10:50
5357,8777,M,2:10:51
5358,1475,W,2:10:51
5359,6974,W,2:10:52
5360,1961,M,2:10:53
5361,1622,M,2:10:53
5362,5520,W,2:10:53
5363,8904,W,2:10:54
5364,1621,W,2:10:54
5365,3594,M,2:10:54
5366,2012,M,2:10:54
5367,7009,W,2:10:55
5368,3588,W,2:10:55
5369,8905,M,2:10:55
5370,1698,M,2:10:58
5371,2042,M,2:11:00
5372,8244,W,2:11:00
5373,8452,M,2:11:00
5374,7851,M,2:11:02
5375,2668,M,2:11:02
5376,3866,M,2:11:06
5377,2667,W,2:11:06
5378,1534,W,2:11:07
5379,6875,W,2:11:08
5380,1614,W,2:11:08
5381,3611,W,2:11:08
5382,6240,M,2:11:09
5383,6295,M,2:11:10
5384,8419,M,2:11:10
5385,895,M,2:11:11
5386,5469,M,2:11:11
5387,4858,M,2:11:11
5388,1690,M,2:11:11
5389,6942,W,2:11:12
5390,5589,W,2:11:13
5391,5287,M,2:11:13
5392,858,W,2:11:14
5393,6243,M,2:11:14
5394,5866,M,2:11:15
5395,5609,W,2:11:15
5396,5641,W,2:11:15
5397,4040,W,2:11:16
5398,3111,W,2:11:16
5399,4015,M,2:11:17
5400,4432,M,2:11:17
5401,4425,M,2:11:18
5402,4424,W,2:11:18
5403,6517,W,2:11:19
5404,1935,W,2:11:19
5405,8313,M,2:11:20
5406,8312,W,2:11:21
5407,3184,M,2:11:21
5408,2377,M,2:11:21
5409,5590,W,2:11:22
5410,7271,M,2:11:22
5411,8767,W,2:11:22
5412,2322,W,2:11:22
5413,4305,M,2:11:22
5414,5610,W,2:11:24
5415,2072,M,2:11:24
5416,568,M,2:11:26
5417,3036,W,2:11:27
5418,2397,W,2:11:27
5419,5432,W,2:11:28
5420,5306,W,2:11:28
5421,6478,M,2:11:28
5422,7252,W,2:11:29
5423,3862,W,2:11:29
5424,4174,M,2:11:29
5425,5415,W,2:11:29
5426,1896,M,2:11:29
5427,2927,W,2:11:30
5428,5414,W,2:11:30
5429,1730,M,2:11:30
5430,6627,M,2:11:31
5431,8614,W,2:11:33
5432,8627,W,2:11:34
5433,2261,W,2:11:36
5434,7265,W,2:11:38
5435,3782,W,2:11:39
5436,7264,W,2:11:39
5437,6770,W,2:11:41
5438,4266,W,2:11:41
5439,3460,M,2:11:41
5440,1268,M,2:11:43
5441,2168,W,2:11:45
5442,7900,W,2:11:45
5443,694,M,2:11:45
5444,4233,M,2:11:45
5445,9453,M,2:11:45
5446,7281,M,2:11:45
5447,3470,M,2:11:46
5448,2671,M,2:11:46
5449,4321,M,2:11:46
5450,6606,W,2:11:46
5451,4480,M,2:11:46
5452,3192,W,2:11:47
5453,9302,M,2:11:47
5454,5668,W,2:11:48
5455,1349,M,2:11:51
5456,3519,W,2:11:52
5457,8559,W,2:11:52
5458,1789,W,2:11:52
5459,2183,W,2:11:53
5460,6901,M,2:11:53
5461,2262,W,2:11:53
5462,2363,W,2:11:54
5463,6900,W,2:11:55
5464,3219,W,2:11:56
5465,6049,W,2:11:57
5466,3403,W,2:11:57
5467,3218,W,2:11:57
5468,7220,W,2:11:57
5469,745,M,2:11:59
5470,9109,W,2:11:59
5471,5676,W,2:11:59
5472,4901,W,2:11:59
5473,5151,M,2:12:02
5474,3116,W,2:12:02
5475,8988,M,2:12:03
5476,4562,W,2:12:04
5477,4685,W,2:12:04
5478,3883,M,2:12:05
5479,3882,M,2:12:05
5480,6573,W,2:12:05
5481,8895,W,2:12:07
5482,8227,W,2:12:07
5483,3165,M,2:12:07
5484,3938,M,2:12:07
5485,3667,W,2:12:08
5486,8434,M,2:12:08
5487,8479,M,2:12:08
5488,8478,M,2:12:08
5489,3668,M,2:12:09
5490,7956,W,2:12:12
5491,7955,W,2:12:12
5492,1737,M,2:12:14
5493,1736,W,2:12:14
5494,6292,W,2:12:14
5495,9054,M,2:12:15
5496,4028,W,2:12:16
5497,7397,W,2:12:16
5498,4484,W,2:12:16
5499,4485,M,2:12:16
5500,559,M,2:12:16
5501,4850,M,2:12:17
5502,9276,W,2:12:18
5503,2203,W,2:12:18
5504,3450,W,2:12:19
5505,3650,M,2:12:20
5506,8000,W,2:12:20
5507,8247,W,2:12:20
5508,973,W,2:12:21
5509,5653,W,2:12:21
5510,5951,M,2:12:21
5511,7609,W,2:12:21
5512,4414,M,2:12:22
5513,4704,M,2:12:22
5514,7585,M,2:12:22
5515,1648,M,2:12:23
5516,5805,W,2:12:23
5517,8916,M,2:12:24
5518,6015,M,2:12:24
5519,4711,M,2:12:24
5520,8302,M,2:12:24
5521,1023,M,2:12:24
5522,1024,W,2:12:25
5523,3227,W,2:12:26
5524,3224,W,2:12:26
5525,2394,M,2:12:27
5526,3384,M,2:12:27
5527,5664,W,2:12:27
5528,7192,M,2:12:28
5529,5677,W,2:12:30
5530,8847,M,2:12:32
5531,7083,W,2:12:32
5532,7552,W,2:12:32
5533,9434,W,2:12:33
5534,4830,W,2:12:33
5535,6682,W,2:12:34
5536,6834,M,2:12:34
5537,9321,W,2:12:36
5538,6309,M,2:12:36
5539,2634,M,2:12:37
5540,3287,W,2:12:38
5541,3581,W,2:12:39
5542,4020,M,2:12:39
5543,5812,M,2:12:39
5544,1580,W,2:12:39
5545,1906,W,2:12:39
5546,2003,W,2:12:40
5547,749,W,2:12:40
5548,1181,M,2:12:41
5549,4353,W,2:12:41
5550,1937,M,2:12:41
5551,5069,W,2:12:41
5552,1939,M,2:12:41
5553,5865,W,2:12:42
5554,5687,M,2:12:42
5555,4664,M,2:12:42
5556,4654,W,2:12:43
5557,4653,M,2:12:43
5558,9452,W,2:12:46
5559,6459,W,2:12:46
5560,6805,M,2:12:46
5561,3291,W,2:12:48
5562,7230,W,2:12:49
5563,4497,W,2:12:50
5564,3589,W,2:12:50
5565,6048,W,2:12:51
5566,6862,W,2:12:51
5567,3917,M,2:12:54
5568,5196,W,2:12:54
5569,7404,M,2:12:55
5570,5198,M,2:12:55
5571,2301,W,2:12:55
5572,8713,W,2:12:57
5573,2352,W,2:12:58
5574,6615,M,2:12:58
5575,7146,W,2:12:58
5576,2537,W,2:12:59
5577,3794,W,2:12:59
5578,3629,W,2:12:59
5579,4866,M,2:12:59
5580,8552,W,2:12:59
5581,8457,W,2:12:59
5582,6318,M,2:13:00
5583,3297,W,2:13:00
5584,5396,M,2:13:01
5585,1946,W,2:13:02
5586,3440,M,2:13:03
5587,3771,W,2:13:04
5588,673,M,2:13:04
5589,3145,M,2:13:04
5590,5586,M,2:13:05
5591,4102,W,2:13:06
5592,8332,M,2:13:06
5593,6143,W,2:13:07
5594,6142,M,2:13:08
5595,3300,M,2:13:10
5596,1907,W,2:13:10
5597,1043,M,2:13:11
5598,3457,W,2:13:12
5599,1507,M,2:13:12
5600,2718,W,2:13:14
5601,8236,M,2:13:14
5602,2717,M,2:13:15
5603,6096,M,2:13:15
5604,8311,W,2:13:15
5605,5226,W,2:13:17
5606,7008,M,2:13:17
5607,5638,M,2:13:17
5608,3117,W,2:13:18
5609,3859,W,2:13:18
5610,2539,W,2:13:18
5611,3858,M,2:13:18
5612,7098,W,2:13:18
5613,6079,M,2:13:19
5614,6303,M,2:13:19
5615,3368,W,2:13:20
5616,5584,M,2:13:23
5617,4496,M,2:13:24
5618,6630,W,2:13:24
5619,2533,M,2:13:25
5620,1705,W,2:13:26
5621,903,W,2:13:27
5622,6467,W,2:13:27
5623,5141,M,2:13:27
5624,5142,W,2:13:28
5625,1123,W,2:13:28
5626,8813,W,2:13:29
5627,5954,W,2:13:29
5628,8648,W,2:13:29
5629,4900,M,2:13:30
5630,3367,W,2:13:30
5631,2535,W,2:13:30
5632,2530,W,2:13:30
5633,794,W,2:13:31
5634,2616,W,2:13:32
5635,8822,M,2:13:33
5636,4219,W,2:13:34
5637,1699,W,2:13:34
5638,5785,M,2:13:34
5639,4110,W,2:13:35
5640,6764,M,2:13:35
5641,6728,W,2:13:35
5642,3913,M,2:13:36
5643,1796,M,2:13:36
5644,7916,M,2:13:36
5645,9096,W,2:13:36
5646,8390,W,2:13:36
5647,6917,M,2:13:37
5648,2907,M,2:13:37
5649,8237,M,2:13:37
5650,2026,W,2:13:39
5651,4575,M,2:13:39
5652,3194,W,2:13:39
5653,7595,M,2:13:42
5654,2924,W,2:13:42
5655,844,M,2:13:42
5656,2925,M,2:13:42
5657,3456,W,2:13:43
5658,7594,M,2:13:43
5659,4431,M,2:13:44
5660,2921,W,2:13:44
5661,2863,W,2:13:44
5662,7021,M,2:13:45
5663,5731,W,2:13:45
5664,4495,W,2:13:47
5665,8282,M,2:13:48
5666,4911,M,2:13:48
5667,2111,M,2:13:49
5668,5089,M,2:13:49
5669,3510,W,2:13:50
5670,6136,W,2:13:52
5671,4136,W,2:13:52
5672,6135,M,2:13:53
5673,6024,W,2:13:54
5674,4161,W,2:13:54
5675,1191,W,2:13:56
5676,3885,M,2:13:56
5677,5482,M,2:13:57
5678,951,M,2:13:57
5679,5052,M,2:13:58
5680,3552,M,2:13:59
5681,6674,W,2:14:02
5682,5935,W,2:14:02
5683,5955,W,2:14:02
5684,8208,W,2:14:02
5685,2891,W,2:14:03
5686,4203,M,2:14:03
5687,9240,W,2:14:04
5688,2987,M,2:14:04
5689,2642,M,2:14:05
5690,9375,W,2:14:05
5691,5290,W,2:14:05
5692,7204,M,2:14:05
5693,6759,W,2:14:06
5694,4948,W,2:14:06
5695,8326,W,2:14:06
5696,9376,M,2:14:06
5697,8333,M,2:14:06
5698,1868,M,2:14:06
5699,5328,M,2:14:08
5700,1704,M,2:14:08
5701,5458,W,2:14:09
5702,7027,M,2:14:09
5703,7310,M,2:14:10
5704,1499,W,2:14:12
5705,6510,M,2:14:13
5706,3166,M,2:14:13
5707,6536,M,2:14:13
5708,5164,W,2:14:13
5709,9083,M,2:14:14
5710,7750,M,2:14:15
5711,8575,W,2:14:15
5712,7239,M,2:14:16
5713,6446,W,2:14:16
5714,2459,M,2:14:17
5715,1878,W,2:14:17
5716,7704,M,2:14:17
5717,6385,M,2:14:18
5718,4352,W,2:14:18
5719,5808,M,2:14:19
5720,8970,W,2:14:19
5721,5436,W,2:14:19
5722,3115,W,2:14:19
5723,7703,W,2:14:20
5724,2566,M,2:14:20
5725,6915,W,2:14:20
5726,4135,W,2:14:20
5727,7835,W,2:14:20
5728,4845,M,2:14:21
5729,3950,M,2:14:22
5730,7225,M,2:14:22
5731,6658,M,2:14:22
5732,6737,M,2:14:22
5733,6712,M,2:14:23
5734,3167,W,2:14:23
5735,523,M,2:14:23
5736,4806,M,2:14:25
5737,5690,W,2:14:25
5738,7102,M,2:14:26
5739,618,W,2:14:27
5740,2732,W,2:14:28
5741,8876,M,2:14:28
5742,3700,M,2:14:28
5743,8683,M,2:14:29
5744,2879,M,2:14:29
5745,4533,M,2:14:30
5746,8637,W,2:14:31
5747,1782,W,2:14:31
5748,1787,W,2:14:31
5749,1361,M,2:14:32
5750,4445,W,2:14:33
5751,8427,W,2:14:33
5752,8931,W,2:14:34
5753,5728,M,2:14:34
5754,2738,M,2:14:35
5755,2739,W,2:14:35
5756,6275,M,2:14:36
5757,6809,W,2:14:37
5758,4454,W,2:14:38
5759,9307,M,2:14:39
5760,1862,W,2:14:39
5761,9246,W,2:14:39
5762,7041,W,2:14:40
5763,2996,M,2:14:40
5764,6355,W,2:14:43
5765,5044,M,2:14:43
5766,7596,W,2:14:43
5767,5147,W,2:14:44
5768,3120,M,2:14:46
5769,8224,M,2:14:48
5770,6990,M,2:14:48
5771,2557,M,2:14:49
5772,4822,W,2:14:49
5773,1562,M,2:14:49
5774,8503,M,2:14:49
5775,4953,M,2:14:50
5776,8502,W,2:14:50
5777,2638,W,2:14:50
5778,7470,M,2:14:50
5779,7067,M,2:14:51
5780,8341,W,2:14:52
5781,8889,M,2:14:52
5782,5703,M,2:14:53
5783,6953,W,2:14:53
5784,6665,W,2:14:53
5785,1219,M,2:14:53
5786,5647,W,2:14:54
5787,5243,M,2:14:54
5788,7137,W,2:14:55
5789,6144,M,2:14:56
5790,4296,M,2:14:56
5791,5781,W,2:14:56
5792,1831,M,2:14:56
5793,8644,W,2:14:56
5794,4514,M,2:14:56
5795,1426,W,2:14:57
5796,4513,M,2:14:57
5797,5632,M,2:14:57
5798,1427,M,2:14:57
5799,2164,W,2:14:57
5800,2163,M,2:14:57
5801,4200,M,2:14:59
5802,7115,M,2:14:59
5803,9439,M,2:15:02
5804,3179,W,2:15:02
5805,9446,M,2:15:02
5806,8615,W,2:15:02
5807,7905,W,2:15:03
5808,1577,W,2:15:03
5809,1674,W,2:15:03
5810,6579,W,2:15:04
5811,3992,M,2:15:05
5812,1195,M,2:15:07
5813,7486,M,2:15:08
5814,7769,W,2:15:08
5815,3075,W,2:15:09
5816,9304,M,2:15:09
5817,7419,W,2:15:09
5818,2177,M,2:15:09
5819,6304,W,2:15:10
5820,7453,W,2:15:10
5821,1382,M,2:15:11
5822,8944,W,2:15:11
5823,2824,W,2:15:12
5824,4057,W,2:15:12
5825,5039,M,2:15:13
5826,5937,M,2:15:13
5827,6336,W,2:15:15
5828,4462,W,2:15:16
5829,1988,W,2:15:16
5830,864,W,2:15:16
5831,3515,M,2:15:17
5832,3525,W,2:15:17
5833,1754,W,2:15:17
5834,5154,W,2:15:18
5835,4957,M,2:15:18
5836,2917,M,2:15:18
5837,2918,W,2:15:19
5838,8177,M,2:15:19
5839,3085,W,2:15:19
5840,2868,W,2:15:20
5841,2813,M,2:15:20
5842,1421,W,2:15:20
5843,4185,W,2:15:20
5844,917,M,2:15:21
5845,4372,W,2:15:21
5846,1395,W,2:15:21
5847,1396,W,2:15:21
5848,5268,W,2:15:22
5849,3741,W,2:15:23
5850,2916,W,2:15:24
5851,8290,W,2:15:24
5852,854,W,2:15:24
5853,830,M,2:15:24
5854,960,M,2:15:24
5855,9241,M,2:15:26
5856,4192,W,2:15:26
5857,1021,M,2:15:27
5858,8947,M,2:15:28
5859,5074,M,2:15:28
5860,4377,W,2:15:30
5861,4460,W,2:15:30
5862,8703,M,2:15:30
5863,4984,M,2:15:31
5864,3466,M,2:15:32
5865,6758,W,2:15:33
5866,5012,M,2:15:34
5867,1751,W,2:15:35
5868,7957,M,2:15:35
5869,601,W,2:15:35
5870,7997,M,2:15:35
5871,6516,M,2:15:36
5872,3647,W,2:15:37
5873,3908,M,2:15:37
5874,9373,W,2:15:38
5875,8356,W,2:15:38
5876,1262,W,2:15:38
5877,7494,W,2:15:40
5878,3664,W,2:15:41
5879,5428,W,2:15:41
5880,9256,M,2:15:42
5881,5435,M,2:15:43
5882,5913,W,2:15:44
5883,1645,W,2:15:46
5884,2475,W,2:15:46
5885,2466,W,2:15:47
5886,2585,W,2:15:47
5887,8583,M,2:15:47
5888,1252,W,2:15:47
5889,5002,W,2:15:47
5890,3361,W,2:15:48
5891,4983,W,2:15:48
5892,4982,W,2:15:49
5893,2174,W,2:15:49
5894,1558,M,2:15:50
5895,2904,M,2:15:50
5896,6228,W,2:15:51
5897,7094,W,2:15:53
5898,6902,M,2:15:54
5899,8328,W,2:15:55
5900,6234,W,2:15:55
5901,5322,W,2:15:56
5902,5782,M,2:15:56
5903,1725,W,2:15:57
5904,1473,M,2:15:57
5905,7654,W,2:15:58
5906,500,M,2:15:59
5907,856,W,2:16:01
5908,1543,W,2:16:01
5909,1802,W,2:16:01
5910,9242,M,2:16:01
5911,5929,W,2:16:04
5912,1198,M,2:16:04
5913,4350,M,2:16:05
5914,3854,W,2:16:06
5915,4643,W,2:16:07
5916,1099,W,2:16:09
5917,5120,W,2:16:10
5918,5364,M,2:16:10
5919,4773,W,2:16:14
5920,6908,M,2:16:14
5921,5248,M,2:16:14
5922,2522,M,2:16:15
5923,6939,M,2:16:15
5924,7665,W,2:16:19
5925,7409,M,2:16:20
5926,5209,M,2:16:20
5927,5206,M,2:16:21
5928,5207,W,2:16:21
5929,5553,M,2:16:22
5930,7323,M,2:16:22
5931,3003,W,2:16:24
5932,9082,W,2:16:26
5933,2215,M,2:16:26
5934,8300,M,2:16:27
5935,1469,W,2:16:28
5936,1468,W,2:16:28
5937,1712,W,2:16:28
5938,7125,M,2:16:30
5939,5623,W,2:16:31
5940,7635,W,2:16:31
5941,4789,M,2:16:33
5942,6411,M,2:16:33
5943,7742,M,2:16:33
5944,4879,M,2:16:33
5945,4741,M,2:16:34
5946,1684,M,2:16:34
5947,9002,W,2:16:35
5948,4887,M,2:16:35
5949,7451,W,2:16:36
5950,6408,M,2:16:37
5951,4903,W,2:16:38
5952,1855,W,2:16:38
5953,6360,M,2:16:38
5954,4689,M,2:16:38
5955,1438,M,2:16:40
5956,8468,M,2:16:41
5957,1306,M,2:16:41
5958,4407,W,2:16:42
5959,5907,M,2:16:43
5960,5906,M,2:16:43
5961,3359,W,2:16:44
5962,9419,M,2:16:48
5963,7045,M,2:16:49
5964,4011,M,2:16:49
5965,6219,M,2:16:49
5966,8392,M,2:16:49
5967,4916,W,2:16:49
5968,6921,M,2:16:50
5969,6919,W,2:16:50
5970,5071,W,2:16:50
5971,1384,W,2:16:50
5972,2887,W,2:16:51
5973,5379,W,2:16:54
5974,2302,M,2:16:55
5975,9223,M,2:16:57
5976,560,M,2:16:58
5977,7985,M,2:16:58
5978,5399,M,2:16:59
5979,607,M,2:17:00
5980,7337,W,2:17:01
5981,8649,M,2:17:01
5982,8537,M,2:17:02
5983,2135,M,2:17:02
5984,6733,W,2:17:02
5985,4004,W,2:17:03
5986,6046,W,2:17:03
5987,7081,W,2:17:04
5988,6661,M,2:17:05
5989,4304,W,2:17:05
5990,5493,M,2:17:06
5991,5465,M,2:17:06
5992,6400,M,2:17:06
5993,1918,W,2:17:11
5994,1917,W,2:17:11
5995,8657,M,2:17:13
5996,765,M,2:17:13
5997,5152,M,2:17:14
5998,728,M,2:17:14
5999,1014,M,2:17:15
6000,3020,W,2:17:16
6001,8722,M,2:17:17
6002,7457,W,2:17:18
6003,3345,W,2:17:18
6004,5928,W,2:17:20
6005,7764,M,2:17:20
6006,7765,W,2:17:20
6007,4187,W,2:17:23
6008,5251,W,2:17:23
6009,4925,W,2:17:24
6010,6748,M,2:17:27
6011,1990,W,2:17:29
6012,4560,W,2:17:30
6013,5259,W,2:17:30
6014,2696,W,2:17:31
6015,3254,W,2:17:31
6016,5851,W,2:17:32
6017,5275,W,2:17:36
6018,5148,W,2:17:36
6019,5158,M,2:17:36
6020,4573,W,2:17:37
6021,2490,W,2:17:41
6022,5996,W,2:17:44
6023,5695,W,2:17:44
6024,4545,W,2:17:45
6025,8752,M,2:17:47
6026,5737,M,2:17:51
6027,3273,M,2:17:51
6028,6171,M,2:17:52
6029,4771,M,2:17:52
6030,1927,W,2:17:53
6031,8536,W,2:17:54
6032,8805,W,2:17:54
6033,5567,M,2:17:56
6034,5566,M,2:17:56
6035,3586,W,2:17:56
6036,3146,W,2:17:57
6037,657,M,2:17:58
6038,1036,W,2:17:59
6039,4745,M,2:17:59
6040,889,M,2:17:59
6041,516,M,2:18:00
6042,1034,W,2:18:00
6043,3545,W,2:18:00
6044,1842,M,2:18:00
6045,3324,W,2:18:01
6046,1035,W,2:18:01
6047,8921,W,2:18:01
6048,4029,W,2:18:04
6049,2165,W,2:18:05
6050,6853,W,2:18:05
6051,2629,M,2:18:07
6052,4613,W,2:18:08
6053,4059,M,2:18:08
6054,4277,W,2:18:10
6055,8257,W,2:18:10
6056,3031,W,2:18:12
6057,7530,W,2:18:12
6058,1135,M,2:18:13
6059,8350,W,2:18:13
6060,8528,W,2:18:13
6061,8519,M,2:18:13
6062,4144,W,2:18:13
6063,8514,W,2:18:13
6064,9329,W,2:18:14
6065,4347,M,2:18:15
6066,6291,W,2:18:15
6067,4748,M,2:18:15
6068,1828,W,2:18:17
6069,2913,M,2:18:17
6070,4805,M,2:18:17
6071,9052,W,2:18:17
6072,9028,W,2:18:17
6073,1425,W,2:18:17
6074,8598,M,2:18:17
6075,2914,M,2:18:18
6076,6811,W,2:18:20
6077,7365,M,2:18:21
6078,7304,W,2:18:23
6079,9045,M,2:18:23
6080,6946,W,2:18:23
6081,3662,W,2:18:24
6082,3661,W,2:18:24
6083,6945,M,2:18:24
6084,6172,W,2:18:25
6085,882,W,2:18:25
6086,683,M,2:18:25
